lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,R2b_std,R1b_std,k_std,f_std,sigma_std,R2b,R1b,k,f,sigma,Z_tilde.1,Z_tilde.2,Z_tilde.3,Z_tilde.4,Z_tilde.5,Z_tilde.6,Z_tilde.7,Z_tilde.8,Z_tilde.9,Z_tilde.10,Z_tilde.11,Z_tilde.12,Z_tilde.13,Z_tilde.14,Z_tilde.15,Z_tilde.16,Z_tilde.17,Z_tilde.18,Z_tilde.19,Z_tilde.20,Z_tilde.21,Z_tilde.22,Z_tilde.23,Z_tilde.24,Z_tilde.25,Z_tilde.26,Z_tilde.27,Z_tilde.28,Z_tilde.29,Z_tilde.30,Z_tilde.31,Z_tilde.32,Z_tilde.33,Z_tilde.34,Z_tilde.35,Z_tilde.36,Z_tilde.37,Z_tilde.38,Z_tilde.39,Z_tilde.40,Z_tilde.41,Z_tilde.42,Z_tilde.43,Z_tilde.44,Z_tilde.45,Z_tilde.46,Z_tilde.47,Z_tilde.48,Z_tilde.49,Z_tilde.50,Z_tilde.51,Z_tilde.52,Z_rep.1,Z_rep.2,Z_rep.3,Z_rep.4,Z_rep.5,Z_rep.6,Z_rep.7,Z_rep.8,Z_rep.9,Z_rep.10,Z_rep.11,Z_rep.12,Z_rep.13,Z_rep.14,Z_rep.15,Z_rep.16,Z_rep.17,Z_rep.18,Z_rep.19,Z_rep.20,Z_rep.21,Z_rep.22,Z_rep.23,Z_rep.24,Z_rep.25,Z_rep.26,Z_rep.27,Z_rep.28,Z_rep.29,Z_rep.30,Z_rep.31,Z_rep.32,Z_rep.33,Z_rep.34,Z_rep.35,Z_rep.36,Z_rep.37,Z_rep.38,Z_rep.39,Z_rep.40,Z_rep.41,Z_rep.42,Z_rep.43,Z_rep.44,Z_rep.45,Z_rep.46,Z_rep.47,Z_rep.48,Z_rep.49,Z_rep.50,Z_rep.51,Z_rep.52
# Adaptation terminated
# Step size = 0.365429
# Diagonal elements of inverse mass matrix:
# 1.29678, 0.688049, 1.09825, 1.49819, 0.0142071
157.844,0.983684,0.365429,3,7,0,-156.798,0.283614,0.294223,0.29477,0.115411,0.589887,28418.1,1.47111,179.477,0.0155771,0.0294943,0.997621,0.996468,0.994125,0.991881,0.987911,0.985395,0.981938,0.976994,0.969538,0.957493,0.936105,0.892647,0.852179,0.78501,0.666317,0.454622,0.164178,0.000321595,0.163997,0.453524,0.664011,0.781529,0.84752,0.886758,0.927446,0.945388,0.952893,0.954059,0.949873,0.945583,0.939528,0.93137,0.920715,0.907224,0.890879,0.872494,0.854395,0.840633,0.835652,0.837894,0.84148,0.856121,0.875151,0.894535,0.911962,0.926636,0.938601,0.948231,0.955964,0.977664,0.9866,0.991039,0.943739,0.950917,0.969761,0.956335,0.946103,0.980563,0.913959,0.971427,0.94156,0.985532,0.866166,0.920202,0.86152,0.787786,0.706357,0.435091,0.18845,0.01702,0.192371,0.419792,0.668579,0.73368,0.837025,0.884864,0.981978,0.920328,0.933895,0.980267,0.934711,0.990585,0.990461,0.939488,0.921955,0.889372,0.885239,0.860897,0.80941,0.856393,0.85474,0.850661,0.855676,0.86016,0.870679,0.929321,0.900283,0.936016,0.926223,0.971742,0.999616,0.996353,0.972564,0.960576
157.377,0.962356,0.365429,3,7,0,-153.897,0.497925,0.206151,0.35116,0.0465137,0.591995,29489.6,1.03076,185.116,0.0152326,0.0295998,0.997606,0.996448,0.994097,0.991847,0.987868,0.985347,0.981885,0.976933,0.969469,0.957412,0.936006,0.892519,0.852029,0.784829,0.666096,0.45438,0.164047,0.000321339,0.163866,0.453272,0.663762,0.781301,0.847305,0.886546,0.927222,0.945135,0.952598,0.953712,0.949473,0.945163,0.939103,0.93097,0.920395,0.907073,0.891032,0.873115,0.855605,0.842377,0.837619,0.839779,0.843225,0.857331,0.875772,0.894686,0.911809,0.926314,0.9382,0.947805,0.955544,0.977376,0.986415,0.990914,0.962329,0.989207,0.971525,0.995453,0.970647,0.944359,0.987037,0.933187,0.951151,0.993279,0.907926,0.894499,0.879604,0.847424,0.636636,0.477086,0.165443,0.0253116,0.178532,0.43301,0.659411,0.810282,0.841747,0.897304,0.938911,0.958328,0.995639,0.932332,0.936466,0.923863,0.925034,0.925933,0.882692,0.910644,0.888614,0.907342,0.82705,0.819461,0.855768,0.829613,0.840289,0.891348,0.852313,0.902911,0.969098,0.914218,0.945166,0.951807,0.988197,0.959758,0.954059,0.988841
157.126,0.851943,0.365429,3,7,0,-153.075,0.495832,0.316082,0.0295862,0.218444,0.522555,29479.2,1.58041,152.959,0.0160922,0.0261278,0.997572,0.996403,0.994036,0.991776,0.987786,0.985259,0.981793,0.976838,0.969374,0.957322,0.935937,0.892506,0.852074,0.78497,0.666386,0.454815,0.164313,0.000321413,0.164147,0.453754,0.664085,0.781432,0.847289,0.886421,0.926937,0.944725,0.952078,0.953102,0.948843,0.944588,0.938671,0.930827,0.920779,0.908348,0.893699,0.877733,0.86252,0.851288,0.847337,0.849188,0.85212,0.864214,0.880343,0.897296,0.913017,0.926625,0.937979,0.947292,0.954884,0.97674,0.985973,0.990606,0.97645,0.979199,0.984709,0.983994,0.989194,0.995524,0.985376,0.978023,0.981765,0.991972,0.923746,0.944666,0.881385,0.797276,0.670202,0.43782,0.159207,0.0489618,0.144962,0.477517,0.677511,0.814271,0.846092,0.915344,0.910018,0.965753,0.915143,0.942772,0.934532,0.985183,0.938406,0.902977,0.979392,0.897946,0.933534,0.844787,0.866997,0.839299,0.897599,0.839883,0.834343,0.889171,0.848568,0.881286,0.937666,0.925194,0.938407,0.901991,0.91772,0.953747,0.955997,0.993092
156.643,0.824545,0.365429,3,7,0,-152.518,0.995445,0.304886,0.0245446,0.0700062,0.525224,31977.2,1.52443,152.454,0.01535,0.0262612,0.997543,0.996365,0.993983,0.991713,0.987709,0.985176,0.981702,0.976739,0.969264,0.957201,0.935804,0.892362,0.851927,0.784824,0.666257,0.45474,0.16431,0.000321234,0.16415,0.453693,0.663951,0.781251,0.847073,0.886176,0.92664,0.944381,0.951697,0.952719,0.948554,0.944425,0.938733,0.931268,0.921831,0.910348,0.897076,0.882921,0.869728,0.860181,0.856898,0.858501,0.861011,0.871417,0.885522,0.900659,0.914999,0.927655,0.938395,0.947328,0.954694,0.976328,0.985656,0.990376,0.981463,0.988211,0.990599,0.940817,0.9806,0.944079,0.948566,0.982056,0.984583,0.985491,0.936507,0.897792,0.860531,0.725271,0.696002,0.423419,0.197586,0.0114642,0.14651,0.442764,0.666352,0.74529,0.878007,0.85753,0.955989,0.96209,0.957211,0.952567,0.954738,0.949239,0.964957,0.92519,0.864216,0.909977,0.899668,0.903009,0.859881,0.852897,0.847104,0.871692,0.84626,0.869413,0.921128,0.913895,0.928779,0.895093,0.946534,0.967678,0.965801,0.927891,0.936052,0.974365
159.299,0.997787,0.365429,3,7,0,-156.341,0.583931,2.44101,0.162954,0.256194,0.643727,29919.7,12.205,166.295,0.016281,0.0321863,0.997623,0.996475,0.994146,0.991919,0.987982,0.985488,0.982064,0.977168,0.969788,0.957867,0.936705,0.893702,0.853645,0.787121,0.669418,0.458776,0.166906,0.000327794,0.1667,0.457655,0.667091,0.783608,0.848938,0.887747,0.927941,0.945619,0.952964,0.954035,0.949833,0.945585,0.939632,0.931674,0.921373,0.908468,0.89303,0.875916,0.859318,0.846866,0.842417,0.844456,0.847703,0.86102,0.878535,0.896633,0.913137,0.92721,0.938805,0.948218,0.955829,0.977433,0.986431,0.990922,0.952817,0.967974,0.976299,0.985361,0.971052,0.935775,0.968358,0.974728,0.937445,0.949145,0.999322,0.935293,0.867225,0.819407,0.703766,0.418806,0.163961,0.0435444,0.151065,0.44891,0.757135,0.776946,0.796138,0.897438,0.931072,0.921056,0.942716,0.931887,0.922668,0.935208,0.906597,0.91033,0.87391,0.873199,0.856695,0.856021,0.873623,0.813891,0.857929,0.861914,0.840658,0.923253,0.875959,0.869237,0.90322,0.942911,0.941138,0.931169,0.894553,0.956992,0.957243,0.987305
158.277,0.92021,0.365429,3,7,0,-155.967,0.765403,1.26131,0.0704843,0.117358,0.484787,30827,6.30654,157.048,0.0155868,0.0242393,0.997595,0.996435,0.994086,0.991841,0.987874,0.985362,0.981915,0.976986,0.969558,0.957564,0.936276,0.893032,0.852764,0.785914,0.66772,0.456571,0.165475,0.000324069,0.165297,0.455511,0.665449,0.782436,0.848068,0.887066,0.927462,0.945235,0.952642,0.953789,0.949747,0.945653,0.939948,0.932384,0.922701,0.910744,0.896688,0.881414,0.866906,0.856228,0.85249,0.854264,0.857062,0.868603,0.884025,0.900282,0.915406,0.928534,0.939517,0.948543,0.955916,0.977209,0.986236,0.990774,0.994448,0.987306,0.968264,0.98422,0.994282,0.981305,0.98429,0.97141,0.975595,0.937459,0.973022,0.911991,0.867416,0.791363,0.641176,0.441261,0.131773,0.0395088,0.196226,0.467913,0.676984,0.803155,0.84182,0.859773,0.882425,0.947157,0.931003,0.941827,0.995989,0.954651,0.959732,0.958067,0.92913,0.917747,0.860757,0.861629,0.870386,0.838686,0.850558,0.834348,0.836447,0.884221,0.881691,0.891228,0.898378,0.908184,0.943891,0.917116,0.952517,0.970693,0.987357,0.961261
158.506,0.979459,0.365429,4,15,0,-156.307,0.489044,0.991312,0.247799,0.237891,0.519944,29445.2,4.95656,174.78,0.0161895,0.0259972,0.997589,0.996426,0.994071,0.991822,0.987848,0.985331,0.981878,0.97694,0.9695,0.957486,0.936165,0.892856,0.852531,0.785591,0.667258,0.455963,0.16508,0.00032376,0.164886,0.454823,0.664864,0.78197,0.847677,0.886715,0.927128,0.944853,0.952142,0.95306,0.948578,0.944119,0.937892,0.929573,0.918799,0.90528,0.889071,0.871049,0.853516,0.840322,0.835586,0.837733,0.841162,0.855226,0.873682,0.892696,0.90998,0.924675,0.936754,0.946538,0.954437,0.976787,0.986065,0.990686,0.969178,0.971686,0.992906,0.980553,0.920602,0.948509,0.997897,0.983109,0.95095,0.904117,0.971708,0.893122,0.84097,0.845456,0.642979,0.452275,0.202401,0.00668244,0.161307,0.465701,0.653969,0.771121,0.854298,0.865426,0.915983,0.934459,0.925536,0.95198,0.955791,0.92117,0.904508,0.924809,0.924699,0.89929,0.890328,0.857699,0.86095,0.865386,0.83123,0.877853,0.836419,0.856702,0.889337,0.892595,0.917402,0.92149,0.952489,0.989425,0.960543,0.940599,0.976133,0.973442
158.506,0.218542,0.365429,2,3,0,-153.254,0.489044,0.991312,0.247799,0.237891,0.519944,29445.2,4.95656,174.78,0.0161895,0.0259972,0.997589,0.996426,0.994071,0.991822,0.987848,0.985331,0.981878,0.97694,0.9695,0.957486,0.936165,0.892856,0.852531,0.785591,0.667258,0.455963,0.16508,0.00032376,0.164886,0.454823,0.664864,0.78197,0.847677,0.886715,0.927128,0.944853,0.952142,0.95306,0.948578,0.944119,0.937892,0.929573,0.918799,0.90528,0.889071,0.871049,0.853516,0.840322,0.835586,0.837733,0.841162,0.855226,0.873682,0.892696,0.90998,0.924675,0.936754,0.946538,0.954437,0.976787,0.986065,0.990686,0.992346,0.995475,0.985613,0.991383,0.963585,0.976582,0.951055,0.980705,0.941476,0.958672,0.936342,0.913974,0.864852,0.79314,0.653866,0.478604,0.161448,0.004273,0.193619,0.445655,0.658197,0.759026,0.879837,0.87698,0.956005,0.950123,0.964965,0.946435,0.93117,0.956703,0.924452,0.953535,0.904683,0.930159,0.905776,0.882861,0.842401,0.853745,0.835996,0.818328,0.803211,0.844075,0.906638,0.880757,0.949755,0.963177,0.987577,0.907955,0.964911,0.971833,0.960689,0.962909
156.897,0.823119,0.365429,3,7,0,-154.696,0.922001,1.20587,0.229029,0.359862,0.490268,31610,6.02937,172.903,0.0167993,0.0245134,0.997507,0.99632,0.993926,0.991649,0.987641,0.985108,0.981638,0.976683,0.969227,0.957202,0.935883,0.892613,0.852341,0.785501,0.667344,0.456289,0.165362,0.000324578,0.165157,0.455078,0.664776,0.781589,0.847078,0.88594,0.926045,0.943455,0.950373,0.950829,0.945776,0.940999,0.934449,0.925837,0.914864,0.901342,0.885455,0.868184,0.851758,0.839642,0.835362,0.837332,0.840471,0.853448,0.870786,0.889041,0.905995,0.920689,0.932962,0.943035,0.951253,0.974921,0.984915,0.989922,0.982002,0.960149,0.995168,0.981562,0.972453,0.961589,0.992433,0.976562,0.985923,0.922661,0.921656,0.90523,0.833965,0.737386,0.667784,0.457079,0.161638,0.0258122,0.177384,0.43321,0.675095,0.803695,0.844424,0.875546,0.916135,0.981244,0.966539,0.971747,0.954722,0.948915,0.914655,0.938202,0.967627,0.902363,0.877369,0.82655,0.832479,0.818188,0.836223,0.810291,0.835436,0.866359,0.852389,0.850269,0.911271,0.89889,0.928331,0.923999,0.944913,0.987865,0.979843,0.977489
159.323,1,0.365429,3,7,0,-156.197,1.29749,0.918126,0.0776963,0.113672,0.542401,33487.4,4.59063,157.77,0.0155684,0.0271201,0.997515,0.996328,0.993937,0.991661,0.987652,0.985118,0.981646,0.976687,0.969223,0.957184,0.935837,0.892508,0.852182,0.785256,0.666971,0.455783,0.165033,0.000323103,0.164857,0.454683,0.664567,0.781541,0.847142,0.886088,0.926336,0.943903,0.951042,0.951859,0.947444,0.943172,0.937326,0.929705,0.920123,0.908527,0.895202,0.881077,0.867989,0.858564,0.855336,0.856917,0.859392,0.869673,0.883669,0.898772,0.913161,0.925926,0.936806,0.945889,0.953404,0.975588,0.985203,0.990075,0.98667,0.92907,0.997131,0.955116,0.986686,0.975923,0.933065,0.960505,0.98755,0.948562,0.977785,0.88935,0.841428,0.79455,0.738189,0.447792,0.205616,0.0252307,0.136229,0.466163,0.682412,0.774456,0.908207,0.904711,0.924479,0.937796,0.947748,0.954014,0.926611,0.925497,0.946572,0.934363,0.948719,0.911713,0.933507,0.891788,0.874192,0.849686,0.873414,0.898836,0.838032,0.855093,0.919935,0.888908,0.925337,0.930591,0.94994,0.965003,0.95511,0.995006,0.979827,0.99903
